bacc_inst,field,field_1,field_2,current_inst,year,...6
university of massachusetts amherst,comp/is/eng - computer systems and embedded systems,comp/is/eng,computer systems and embedded systems,university of california san diego,2022,NA
massachusetts institute of technology,engineering - mechanical engineering,engineering,mechanical engineering,NA,2022,NA
university of texas at austin,comp/is/eng - robotics and computer vision,comp/is/eng,robotics and computer vision,carnegie-mellon university,2022,NA
temple university,comp/is/eng - computer networks,comp/is/eng,computer networks,princeton university,2022,NA
princeton university,life sciences - biochemistry,life sciences,biochemistry,"university of california, berkeley",2022,NA
university of california-los angeles,comp/is/eng - robotics and computer vision,comp/is/eng,robotics and computer vision,university of california-los angeles,2022,NA
university of chicago,physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,university of chicago,2022,NA
university of wisconsin-madison,comp/is/eng - robotics and computer vision,comp/is/eng,robotics and computer vision,university of wisconsin-madison,2022,NA
west virginia university,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,rochester institute of tech,2022,NA
dickinson college,engineering - mechanical engineering,engineering,mechanical engineering,"university of maryland, college park",2022,NA
university of north carolina greensboro,chemistry - chemical synthesis,chemistry,chemical synthesis,university of north carolina greensboro,2022,NA
yale university,social sciences - public policy,social sciences,public policy,indiana university,2022,NA
university of california-los angeles,life sciences - evolutionary biology,life sciences,evolutionary biology,university of washington,2022,NA
"university of california, berkeley",physics and astronomy - theoretical physics,physics and astronomy,theoretical physics,"university of california, berkeley",2022,NA
university of california-berkeley,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,university of california-los angeles,2022,NA
johns hopkins university,engineering - biomedical engineering,engineering,biomedical engineering,NA,2022,NA
university of southern california,chemistry - chemical catalysis,chemistry,chemical catalysis,university of southern california,2022,NA
university of massachusetts amherst,comp/is/eng - machine learning,comp/is/eng,machine learning,university of massachusetts amherst,2022,NA
university of north carolina at chapel hill,geosciences - biogeochemistry,geosciences,biogeochemistry,NA,2022,NA
miami university,chemistry - chemical synthesis,chemistry,chemical synthesis,cornell university,2022,NA
university of chicago,life sciences - organismal biology,life sciences,organismal biology,NA,2022,NA
"university of iowa, the",social sciences - sociology,social sciences,sociology,"university of iowa, the",2022,NA
university of california-santa cruz,stem education and learning research - science education,stem education and learning research,science education,university of georgia,2022,NA
georgia institute of technology,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,georgia institute of technology,2022,NA
university of florida,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,university of florida,2022,NA
united states military academy,engineering - materials engineering,engineering,materials engineering,united states military academy,2022,NA
universidad de antioquia,life sciences - evolutionary biology,life sciences,evolutionary biology,missouri state university,2022,NA
university of florida,psychology - social psychology,psychology,social psychology,university of florida,2022,NA
humboldt state university foundation,life sciences - systematics and biodiversity,life sciences,systematics and biodiversity,NA,2022,NA
harvard university,comp/is/eng - artificial intelligence,comp/is/eng,artificial intelligence,harvard university,2022,NA
university of california-san diego,chemistry - other (specify) - chemical biology,chemistry,other (specify) - chemical biology,university of california-san diego,2022,NA
